날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,배추가격,배추거래량,배추생산량,배추저장이월량,배추수입량,배추수입금액,배추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2014-01-03,0,0,2.6,10.1,-3.2,54,12,1.2,9.6,471.2490107,549.64,2736447,0,426064,208887,32027,2200.04,1888.51,1707.15,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-04,1.2,31,1.5,6.9,-2.8,63,12,1.7,11.9,425.4488758,423.95,2736447,0,426064,208887,32027,2199.92,1888.98,1707.61,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-06,0,11,0.2,7.6,-5.1,59,12,1.1,7.7,405.1503248,611.48,2736447,0,426064,208887,32027,2200.38,1889.14,1707.8,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-07,0,1.5,1.9,7.8,-4.3,60,16,1.1,8,398.9887822,493.86,2736447,0,426064,208887,32027,2200.69,1889.15,1707.73,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-08,1.8,41.3,2.1,5.3,-1.4,65,25,2.4,17.7,414.1766241,343.29,2736447,0,426064,208887,32027,2200.98,1889.16,1707.7,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-09,0,31.7,-4.4,-0.6,-8.1,34,9,3.6,22.3,430.3883482,288.81,2736447,0,426064,208887,32027,2201.02,1889.13,1707.6,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-10,0,1.4,-3.7,2,-9.6,56,10,1.8,12,347.2668482,444.1,2736447,0,426064,208887,32027,2201.38,1888.66,1707.37,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-11,0,0.2,-0.8,4.4,-5.5,58,14,1.6,12,320.3523233,282.18,2736447,0,426064,208887,32027,2202.06,1888.51,1707.28,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-13,0,20.7,-3.9,1.5,-8.4,38,8,2.3,13.3,357.7292295,504.08,2736447,0,426064,208887,32027,2201.17,1888.27,1707.12,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-14,0,1.1,-3.4,3.4,-9.3,43,10,1.8,11.6,307.2759352,375.77,2736447,0,426064,208887,32027,2198.59,1887.64,1706.65,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-15,0,1,-2.3,4.3,-8.1,50,12,1.8,10.6,370.82849,270.13,2736447,0,426064,208887,32027,2196.99,1887.23,1706.31,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-16,0,0.5,-0.9,5.2,-6.6,62,18,1.5,9.2,385.5143794,330.86,2736447,0,426064,208887,32027,2196.88,1886.88,1705.98,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-17,0,20.4,-0.1,5.9,-5,64,17,1.2,9.5,355.2584211,446.11,2736447,0,426064,208887,32027,2196.73,1886.39,1705.56,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-18,0,9.1,-0.6,3.9,-4.6,53,16,2.9,18.1,335.9132855,409.62,2736447,0,426064,208887,32027,2196.89,1886.06,1705.11,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-20,1.5,9,1,5.5,-2.2,69,18,2.4,19.1,361.9931353,562.01,2736447,0,426064,208887,32027,2196.39,1885.54,1704.51,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-21,1.4,31.2,-2.9,-0.1,-5.5,66,26,3,21.4,313.353116,534.64,2736447,0,426064,208887,32027,2195.7,1885.24,1704.06,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-22,0,0,-2.7,3.4,-8,60,11,2,15.7,330.5440008,401.23,2736447,0,426064,208887,32027,2195.18,1884.91,1703.67,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-23,0,0.1,-1,7.1,-7.5,62,12,1.3,10.8,315.6433995,492.54,2736447,0,426064,208887,32027,2195.24,1884.54,1703.47,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-24,0,0,4,10.7,-3.5,66,23,1.9,11.3,327.110193,487.95,2736447,0,426064,208887,32027,2195.73,1884.02,1702.88,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-25,1.9,9,6.2,10.6,1.4,79,38,2.1,14.8,349.8872415,413.72,2736447,0,426064,208887,32027,2194.72,1883.73,1702.41,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-27,0,0,0.7,8.9,-7,56,8,1.7,14.2,389.3014508,600.52,2736447,0,426064,208887,32027,2194.69,1883.49,1702.14,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-28,0.1,1.3,3,9.3,-3.1,57,11,2.2,12.3,373.389362,381.29,2736447,0,426064,208887,32027,2195.53,1883.21,1701.88,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-29,0.7,8.4,3,11.5,-6.4,51,5,1.4,12.4,440.8396034,230.06,2736447,0,426064,208887,32027,2195.85,1883.07,1701.64,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-30,1.1,5.1,6.1,10.2,1.7,73,13,2.3,14,595.9136411,13.39,2736447,0,426064,208887,32027,2196.62,1882.83,1701.27,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-02-03,0,3.9,1.8,7.3,-4.5,50,9,3.6,17.7,384.7736275,310.79,2736447,0,426064,208887,32027,2197.29,1882.25,1700.62,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-04,0,15.1,-4.9,-0.7,-8.1,35,9,3.7,20.5,345.098246,374.57,2736447,0,426064,208887,32027,2196.64,1882.22,1700.7,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-05,0,2.2,-3.8,1.4,-8.1,40,11,1.7,11.1,352.9397058,307.99,2736447,0,426064,208887,32027,2196.96,1881.94,1700.5,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-06,0.3,36.2,-0.5,4.5,-4.8,52,13,1.7,10.3,318.2430002,259.61,2736447,0,426064,208887,32027,2197.83,1881.8,1700.22,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-07,2.8,35.5,2.6,6.7,-1.8,66,32,2.6,9.5,348.8580314,302.9,2736447,0,426064,208887,32027,2197.37,1881.48,1699.92,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-08,3.2,21.5,2.2,4.6,0.4,81,39,2.3,15.8,320.2464754,455.3,2736447,0,426064,208887,32027,2197.66,1881.13,1699.48,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-10,2.2,44.2,0.1,3.4,-2.6,72,32,2.4,12.8,317.1577418,636.71,2736447,0,426064,208887,32027,2197.04,1880.85,1699.14,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-11,0.6,14.4,0.1,5.3,-4.2,63,23,2.1,9.6,269.1150035,504.69,2736447,0,426064,208887,32027,2195.41,1880.37,1698.7,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-12,0.4,9.1,0.9,6.5,-3.3,65,26,1.7,9.1,328.3918253,368.11,2736447,0,426064,208887,32027,2195.22,1880.18,1698.37,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-13,2.1,40.1,1.6,6,-2.7,68,26,2,11.1,285.0901438,453.78,2736447,0,426064,208887,32027,2194.07,1880.08,1698.15,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-14,0.2,5.4,1.9,6,-1.6,63,26,2.3,11.2,267.2632007,371.59,2736447,0,426064,208887,32027,2192.9,1879.89,1697.95,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-15,0,1,1.7,8.9,-4.1,62,15,1.6,11.6,264.532134,260.71,2736447,0,426064,208887,32027,2194.28,1879.81,1697.69,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-17,2.5,32,4.1,8.3,0.7,66,20,2,13.2,300.6457653,460.38,2736447,0,426064,208887,32027,2195.6,1879.59,1697.58,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-18,0.5,8.5,2.4,5.6,-0.7,61,28,2.8,10.7,279.5407964,356.66,2736447,0,426064,208887,32027,2199.79,1880.49,1697.75,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-19,0.1,2.1,1.6,6.7,-2.8,60,22,1.8,9,360.1531653,276.56,2736447,0,426064,208887,32027,2201.21,1880.43,1697.61,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-20,0,9.2,1.5,7.5,-3.8,64,13,1.8,12.5,319.3657533,381.56,2736447,0,426064,208887,32027,2200.68,1880.46,1697.58,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-21,0,9.6,1.1,7.9,-4.4,57,5,1.7,11.8,296.6200483,475.49,2736447,0,426064,208887,32027,2202.19,1880.32,1697.44,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-22,0,2.4,1.8,9.2,-4.5,61,14,1.4,8.8,310.1292342,362.29,2736447,0,426064,208887,32027,2202.28,1880.29,1697.35,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-24,0,6.5,4.2,12,-2.5,61,19,1.3,7.8,251.7488625,679.11,2736447,0,426064,208887,32027,2201.33,1880.29,1697.34,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-25,0,0.2,5.6,13.6,-1.3,61,18,1.3,6.7,297.7133897,329.08,2736447,0,426064,208887,32027,2201.91,1880.5,1697.62,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-26,4.1,57.8,6.2,11.5,1.2,72,18,1.4,11.5,281.7077825,553.96,2736447,0,426064,208887,32027,2202.06,1880.55,1697.69,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-27,0.2,3.3,8.6,15.5,3.4,68,18,1.9,11.4,371.7501489,240.07,2736447,0,426064,208887,32027,2202.53,1880.49,1697.5,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-28,0.1,3.7,7.1,11.8,3.1,68,28,1.9,10.5,279.1999786,458.8,2736447,0,426064,208887,32027,2202.75,1880.43,1697.53,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-03-01,2.1,31.9,6.6,9.8,4,76,30,1.5,12.1,300.413934,438.21,2736447,0,426064,208887,32027,2203.54,1880.52,1697.35,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-03,0,0,4.3,11.6,-2.4,52,11,1.6,8.4,314.5845172,589.52,2736447,0,426064,208887,32027,2202.73,1880.59,1697.44,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-04,0.2,26.6,5.1,11.4,-1.1,57,14,1.5,10.3,118.5610507,1388.67,2736447,0,426064,208887,32027,2203.05,1880.89,1697.46,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-05,0.7,15.1,3.1,8,-0.7,45,7,3.7,16.7,286.8965052,613.63,2736447,0,426064,208887,32027,2202.82,1881.03,1697.47,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-06,0,0.3,1.4,6.5,-4.1,39,10,2.7,13.3,268.3819171,490.94,2736447,0,426064,208887,32027,2202.59,1881.2,1697.44,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-07,0,0.2,1.3,6.3,-3.8,35,8,3,14,266.6026191,496.82,2736447,0,426064,208887,32027,2202.68,1881.57,1697.76,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-08,0,0.4,2.4,8.2,-3.2,46,10,2.1,8.9,291.9016151,365.75,2736447,0,426064,208887,32027,2202.76,1881.68,1697.62,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-10,0,0,2,8.8,-4.4,45,10,2.3,15.3,268.5273284,586.99,2736447,0,426064,208887,32027,2204.16,1881.83,1697.79,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-11,0,0,5,13.6,-3.6,48,8,2,12.5,267.0418192,479.95,2736447,0,426064,208887,32027,2204.07,1881.9,1697.68,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-12,23,55,5.8,9.3,0.5,79,11,1.5,14.4,253.7472055,605.65,2736447,0,426064,208887,32027,2204.69,1882.04,1697.54,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-13,8.8,37.5,4.2,7.6,1.4,80,31,3,21.3,272.1990774,455.44,2736447,0,426064,208887,32027,2204.33,1882.1,1697.54,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-14,0.3,4.5,3.3,8.4,-0.9,66,21,2.1,17.2,283.4634317,322.4,2736447,0,426064,208887,32027,2204.58,1881.87,1697.26,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-15,0,0,6.9,14.1,-1.4,59,16,2.6,13.5,284.6652431,376.99,2736447,0,426064,208887,32027,2204.68,1881.8,1697,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-17,1.3,26.5,12.4,20.1,3.8,71,18,2.5,16.1,258.0951181,845.58,2736447,0,426064,208887,32027,2203.72,1881.8,1696.95,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-18,0.5,13.5,12.6,18.3,7.4,67,13,3.1,14.6,231.6735908,658.67,2736447,0,426064,208887,32027,2203.71,1881.66,1696.52,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-19,0.1,2.5,9,12.6,5.8,64,29,2,11.6,260.2434328,421.68,2736447,0,426064,208887,32027,2204,1881.47,1696.19,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-20,2.7,17.5,6.4,10.7,3,69,20,3,24.2,250.3483162,547.2,2736447,0,426064,208887,32027,2203.07,1881.27,1695.94,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-21,0,0.5,5,10.4,0.5,59,17,2.6,21,246.9826239,516.4,2736447,0,426064,208887,32027,2203.16,1880.8,1695.33,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-22,0,0,7.6,15.6,-1,58,14,1.9,8.9,231.8156504,359.02,2736447,0,426064,208887,32027,2202.87,1880.6,1694.98,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-24,0,0.1,11.2,18.1,2.2,50,6,2.3,12.6,271.3100847,579.26,2736447,0,426064,208887,32027,2202.58,1880.33,1694.7,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-25,9.3,35.5,14.2,18.1,11.2,72,20,1.8,13.5,275.200263,599.29,2736447,0,426064,208887,32027,2201.07,1880.02,1694.39,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-26,8.9,26,13.8,19,9.5,80,13,1.6,10.3,254.2828588,449.76,2736447,0,426064,208887,32027,2200.74,1879.79,1694.09,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-27,0,0,12.7,20.6,6.4,71,12,1.6,9.1,283.5634792,440.92,2736447,0,426064,208887,32027,2201.43,1879.51,1693.82,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-28,0,1.5,15.7,24.1,7.6,59,10,1.9,13.8,270.1972217,505.62,2736447,0,426064,208887,32027,2200.81,1879.34,1693.62,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-29,10.7,70,14.2,17.2,11.7,82,23,1.9,14.8,280.0274959,434.25,2736447,0,426064,208887,32027,2200.91,1879.13,1693.22,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-31,0,0,12,19.8,5.5,66,11,1.4,7.8,290.3031896,652.85,2736447,0,426064,208887,32027,2199.91,1878.94,1693.14,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-04-01,0,0,13.2,21.8,5.3,56,9,1.5,7.1,262.675076,561.44,2736447,0,426064,208887,32027,2199.99,1878.66,1692.96,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-02,0,0,14.3,22.6,6.3,48,11,1.6,9.4,228.171841,642.37,2736447,0,426064,208887,32027,2200.63,1878.42,1692.75,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-03,4.9,34,10.7,18.1,5,62,12,2.4,18.6,242.1612963,470.7,2736447,0,426064,208887,32027,2199.82,1878.43,1692.64,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-04,0.8,14.5,7,11.9,2.8,54,14,3,22.7,254.3051684,529.04,2736447,0,426064,208887,32027,2200.23,1878.3,1692.45,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-05,0.6,6.5,6.2,12.3,1.2,59,12,2.6,20.8,286.422383,355.97,2736447,0,426064,208887,32027,2200.23,1878.16,1692.11,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-07,0,0,11.6,19.2,3.9,47,10,2.8,12.5,268.9190164,594.69,2736447,0,426064,208887,32027,2200.29,1877.99,1691.93,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-08,0,0,12.2,20.7,3.9,47,8,1.8,9.9,259.1210384,687.13,2736447,0,426064,208887,32027,2197.6,1877.71,1691.4,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-09,0,0,12.9,20.9,4.9,59,8,1.8,9.2,254.8042926,570.01,2736447,0,426064,208887,32027,2198.53,1877.47,1691.14,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-10,0,0,12.8,20.7,7,61,9,2.3,11.5,230.8607242,613.34,2736447,0,426064,208887,32027,2198.3,1877.19,1690.81,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-11,0.1,1,12.3,17.8,7.8,62,16,1.7,9.4,232.4731528,578.65,2736447,0,426064,208887,32027,2198.85,1876.74,1690.21,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-12,0.1,10,13.4,18.1,9.4,66,19,1.4,7.9,298.0499823,327.76,2736447,0,426064,208887,32027,2198.31,1876.56,1689.76,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-14,0,0,13.7,22.5,5,53,11,1.9,9.2,286.7296055,756.18,2736447,0,426064,208887,32027,2198.67,1876.29,1689.5,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-15,0,0,16,23.6,7.5,57,15,2.4,11.3,277.6575554,715.53,2736447,0,426064,208887,32027,2200.45,1876.08,1689.05,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-16,0,2.4,16.3,23,11,60,12,2,9.8,222.4871204,445.09,2736447,0,426064,208887,32027,2200.91,1876,1688.75,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-17,12.5,34,13.4,20.5,7.7,68,8,1.8,11.2,216.6623547,504.8,2736447,0,426064,208887,32027,2199.84,1875.81,1688.45,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-18,0.7,6,13.5,18.4,10.2,76,16,1.9,8.9,234.2414256,405.39,2736447,0,426064,208887,32027,2198.47,1875.46,1688.07,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-19,0,4.8,12.5,16.3,9.1,61,27,2.7,11.7,276.4418459,272.97,2736447,0,426064,208887,32027,2199.18,1875.24,1687.74,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-21,0,0,15,21.9,8.3,56,12,2,11.2,209.8136529,657.91,2736447,0,426064,208887,32027,2198.79,1875,1687.49,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-22,0,0,14.9,22,8.6,47,10,1.9,9.7,234.4486768,422.67,2736447,0,426064,208887,32027,2199.14,1874.74,1687.09,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-23,0,0,15.4,24.2,6.7,48,8,1.7,9.2,209.7399056,578.79,2736447,0,426064,208887,32027,2200.36,1874.35,1686.66,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-24,0,0,16.6,25.2,8.5,48,10,1.6,8.1,204.9825899,470.36,2736447,0,426064,208887,32027,2200,1874.04,1686.41,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-25,0,0,17.1,25.8,8.4,43,11,1.5,8.6,226.3230104,357.59,2736447,0,426064,208887,32027,2200.43,1873.72,1686.13,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-26,0,6.5,17.1,23.7,9.8,50,13,1.6,10.7,256.2992848,271.53,2736447,0,426064,208887,32027,2199.92,1873.59,1685.95,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-28,27.2,110.5,13.6,15.4,12.4,88,44,3,12.9,217.0888412,595.43,2736447,0,426064,208887,32027,2199.77,1873.29,1685.52,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-29,23.2,180.4,14.2,17,12.1,85,1,2.4,12.7,226.1885958,419.88,2736447,0,426064,208887,32027,2199.62,1873.17,1685.42,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-30,1.1,13,14.5,19.3,11.1,77,26,1.7,12,197.3415737,641.36,2736447,0,426064,208887,32027,2199.46,1873.05,1685.24,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-05-01,0,1,16.3,23,10,66,23,2,8.8,182.1445295,492.45,2736447,0,426064,208887,32027,2198.73,1872.63,1684.67,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-02,0.2,1.8,17.4,25.8,10.1,61,15,2.8,13.8,205.8822302,532.16,2736447,0,426064,208887,32027,2198.55,1872.51,1684.58,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-03,0,0,14.4,20.9,9,48,9,3.3,15.3,274.4125226,338.4,2736447,0,426064,208887,32027,2199.03,1872.47,1684.44,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-05,0.1,2,11.6,17.2,6.3,47,10,3.3,14.5,295.3349907,531.36,2736447,0,426064,208887,32027,2198.86,1872.61,1684.48,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-06,0,0.2,12.7,19.8,5.6,47,12,2.2,10.8,299.9627941,464.44,2736447,0,426064,208887,32027,2198.69,1872.78,1684.53,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-07,0.3,7,15.3,22.7,6.2,49,10,2.6,13.9,246.1652207,738.29,2736447,0,426064,208887,32027,2197.45,1872.44,1684.28,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-08,2.7,15,15.4,20.6,10.6,69,12,2.9,13,243.5345895,594.52,2736447,0,426064,208887,32027,2197.02,1872.1,1683.99,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-09,0,0,15.5,23.4,8.3,60,14,1.8,8.8,226.247312,624.06,2736447,0,426064,208887,32027,2195.87,1871.77,1683.64,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-10,0,0,17.2,24.7,9.2,49,12,2.2,16.2,268.6263262,336.11,2736447,0,426064,208887,32027,2195.4,1871.48,1683.27,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-12,15.6,118.5,17.9,22.4,14.2,69,25,3.3,16.4,234.6510282,715.2,2736447,0,426064,208887,32027,2196.39,1871.18,1682.93,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-13,0,0,20.1,27.4,12,59,13,2.6,13.6,220.3048067,610.35,2736447,0,426064,208887,32027,2193.42,1870.64,1682.38,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-14,1.6,16,18.5,23.6,14.4,64,10,1.9,13.4,214.2656912,699.96,2736447,0,426064,208887,32027,2194.02,1870.18,1681.9,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-15,0,3.3,18.6,24.5,14,56,12,3,14.6,215.3670793,641.8,2736447,0,426064,208887,32027,2193.49,1869.67,1681.29,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-16,0,0,19,26.1,11.7,49,12,2.3,10.5,219.8469988,540.19,2736447,0,426064,208887,32027,2192.79,1869.3,1680.85,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-17,0,0,18.7,25.9,12.1,56,10,1.7,8.5,236.7364923,355.65,2736447,0,426064,208887,32027,2192.01,1868.87,1680.29,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-19,0,0,19.4,26.8,11.8,58,10,1.6,8.6,246.0628236,671.25,2736447,0,426064,208887,32027,2192.22,1868.57,1680.04,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-20,4.5,83.9,18.4,23,14.8,70,13,1.4,10.4,231.8503438,708.06,2736447,0,426064,208887,32027,2192.84,1868.39,1679.7,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-21,0,18.5,18.4,24.7,13.2,69,15,2.3,10.3,222.9263891,700.96,2736447,0,426064,208887,32027,2193.58,1868.12,1679.46,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-22,0,0.5,19.5,27,12.7,67,16,1.9,8.3,183.9526605,669.67,2736447,0,426064,208887,32027,2193.11,1867.9,1679.04,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-23,0,1.5,19.2,24.1,15.4,74,34,1.9,10.3,235.7622428,665.65,2736447,0,426064,208887,32027,2193.45,1867.68,1678.88,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-24,0,0.3,21.8,28.6,15.4,68,16,1.9,9.7,210.8964479,321.56,2736447,0,426064,208887,32027,2194.01,1867.37,1678.46,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-26,2.3,19.5,20.5,26,15.3,59,16,2.9,12.9,239.6510682,829.5,2736447,0,426064,208887,32027,2193.74,1866.91,1677.81,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-27,0,0,22,29.5,13.5,48,13,2.8,13.4,225.6797841,625.5,2736447,0,426064,208887,32027,2194.47,1866.71,1677.53,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-28,1.2,25.5,21.6,28.4,16,65,17,2.3,13.2,199.918001,690.13,2736447,0,426064,208887,32027,2195.59,1866.42,1677.1,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-29,0,0,22.8,31.1,15.5,60,10,1.8,9.5,211.3066864,534.32,2736447,0,426064,208887,32027,2195.06,1866.22,1676.75,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-30,0,0,23.6,32.1,15.2,51,9,1.7,10,195.4681765,577.56,2736447,0,426064,208887,32027,2195.22,1866.03,1676.63,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-31,0,0.1,24.3,32.4,16.3,55,9,1.7,9,245.720408,307.54,2736447,0,426064,208887,32027,2195.31,1865.86,1676.29,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-06-02,5.9,191,20.9,24.2,18,72,20,2.4,26.4,255.2092211,620.49,2736447,0,426064,208887,32027,2194.2,1865.21,1675.52,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-03,19.8,86.5,19.1,21.3,17.2,86,31,2.4,14.7,255.0165518,763.36,2736447,0,426064,208887,32027,2193.5,1865.13,1675.22,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
