날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,배추거래량,배추생산량,배추저장이월량,배추수입량,배추수입금액,배추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가,배추가격
2014-06-04,3.1,22,21.1,25.3,18.3,72,35,2.8,8.5,554.53,2736447,0,426064,208887,32027,2194.24,1864.94,1674.9,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,232.2552373
2014-06-05,1.2,17.5,20.7,23.8,18.2,72,40,2.2,9.5,652.83,2736447,0,426064,208887,32027,2193.35,1864.72,1674.75,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,226.566385
2014-06-06,0,1.5,21.4,27.4,16.5,67,14,1.7,8.3,596.5,2736447,0,426064,208887,32027,2192.84,1864.27,1674.16,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,244.9397899
2014-06-07,0.2,6,21,26.6,15.8,72,29,1.8,8.5,484.44,2736447,0,426064,208887,32027,2193.11,1864.21,1673.98,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,258.2366104
2014-06-09,0.9,14.5,20.9,25.4,17.9,77,24,1.8,7.5,784.25,2736447,0,426064,208887,32027,2193.16,1863.82,1673.56,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,281.9485383
2014-06-10,4,47.5,21,25.4,18,77,31,2,7.6,765.98,2736447,0,426064,208887,32027,2191.01,1863.04,1672.69,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,311.2189289
2014-06-11,4.8,49.5,20.4,25.2,17.6,78,30,2,8.5,791.22,2736447,0,426064,208887,32027,2186.36,1862.34,1671.7,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,303.3464944
2014-06-12,7.2,78.5,19.4,24.3,16,79,27,1.7,9.7,841.49,2736447,0,426064,208887,32027,2186.06,1861.66,1670.91,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,321.6879285
2014-06-13,1,9.5,20.3,25.4,16.3,78,33,1.9,8.4,777.7,2736447,0,426064,208887,32027,2185.88,1861.04,1670.28,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,312.7994101
2014-06-14,0,0.1,22.1,28.2,16.7,70,21,1.9,7.6,459.65,2736447,0,426064,208887,32027,2186.16,1860.63,1669.51,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,308.4049168
2014-06-16,0,3.6,23.3,29.6,17.4,63,22,1.8,7.6,767.3,2736447,0,426064,208887,32027,2186.37,1860.12,1669.01,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,359.0170363
2014-06-17,1.9,84,22,26.1,19.2,74,28,1.7,11.7,752.96,2736447,0,426064,208887,32027,2186.77,1859.85,1668.6,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,347.8642949
2014-06-18,0.3,9,22.5,28.3,17.9,71,25,1.8,9.9,736.63,2736447,0,426064,208887,32027,2186.03,1859.62,1668.26,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,393.2666742
2014-06-19,0.3,7.5,22.6,27.9,18,74,27,1.8,10.5,711.07,2736447,0,426064,208887,32027,2188.61,1859.28,1667.83,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,382.26985
2014-06-20,1.4,15.5,22.2,26.7,18.3,76,34,1.9,11.1,688.18,2736447,0,426064,208887,32027,2187.79,1859.11,1667.59,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,371.5720642
2014-06-21,2.3,46,21.3,24.3,19.2,79,41,2.1,8.7,635.18,2736447,0,426064,208887,32027,2189.12,1859,1667.35,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,425.7464073
2014-06-23,12.4,61,21.1,26,18.3,83,39,1.6,7.7,867.69,2736447,0,426064,208887,32027,2188.67,1858.95,1667.22,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,384.4276145
2014-06-24,2.5,33,21.8,27,18,80,33,1.7,7.7,614.8,2736447,0,426064,208887,32027,2191.88,1859.29,1667.4,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,423.0794943
2014-06-25,0,30,22.8,28.4,18,75,30,1.5,6.2,691.23,2736447,0,426064,208887,32027,2193.23,1859.25,1667.32,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,420.1665873
2014-06-26,0,0.4,23.7,29.3,19,72,25,1.5,7.1,668.14,2736447,0,426064,208887,32027,2193.33,1859.25,1667.37,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,452.9109958
2014-06-27,0,0.3,24,29.9,18.8,70,25,1.7,10.9,778.39,2736447,0,426064,208887,32027,2193.83,1859.25,1667.29,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,448.5863509
2014-06-28,0.8,17,24,29.3,19.9,69,25,2.2,9.8,585.31,2736447,0,426064,208887,32027,2194.12,1859.25,1667.12,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,425.1655567
2014-06-30,1.7,29,23.7,29.5,19.4,75,31,1.6,7.1,836.64,2736447,0,426064,208887,32027,2193.01,1859.23,1667.24,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4,452.3505304
2014-07-01,1.5,60.5,24.6,31.1,19.5,73,23,1.6,7,826.41,2736447,0,426064,208887,32027,2193.86,1859.21,1666.85,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,427.1942786
2014-07-02,7.7,37.4,23.1,27.5,20.1,81,34,1.7,14.1,724.35,2736447,0,426064,208887,32027,2194.71,1859.27,1666.7,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,386.5703636
2014-07-03,25.8,59.5,21.3,23.5,19.5,90,49,1.8,10.4,734.09,2736447,0,426064,208887,32027,2195.33,1859.29,1666.46,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,438.5796642
2014-07-04,0.9,12.5,23.6,28.7,20.2,78,28,1.6,10.2,541.01,2736447,0,426064,208887,32027,2195.92,1859.36,1666.41,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,500.6022624
2014-07-05,0.8,40.6,23.1,27.3,19.5,78,30,1.5,13.5,761,2736447,0,426064,208887,32027,2195.95,1859.35,1666.1,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,426.57145
2014-07-07,0.9,9,23.3,28,19,81,22,1.6,9.1,814.34,2736447,0,426064,208887,32027,2194.83,1859.11,1665.75,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,500.0309208
2014-07-08,4.2,38.5,25,29.1,21.5,83,41,1.5,8.6,923.71,2736447,0,426064,208887,32027,2194.5,1858.67,1665.06,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,407.5135784
2014-07-09,7.2,65,26.1,30.4,23.4,85,44,2.3,18.7,705.58,2736447,0,426064,208887,32027,2194.4,1858.5,1664.52,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,446.1098214
2014-07-10,0,6,26.9,32,23.2,72,25,2.4,16.4,595.6,2736447,0,426064,208887,32027,2194.34,1858.3,1664.12,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,428.8566507
2014-07-11,0,0,26.5,32.4,21.5,60,21,2.3,9.3,576.19,2736447,0,426064,208887,32027,2193.9,1858.02,1663.52,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,412.2212571
2014-07-12,0.9,41,24.7,29.2,20.8,72,27,1.5,10.4,517.45,2736447,0,426064,208887,32027,2194.53,1857.83,1663.05,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,421.8051626
2014-07-14,0,0.5,25.6,31.1,21.3,71,22,1.9,7.8,706.62,2736447,0,426064,208887,32027,2195.14,1857.36,1662.65,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,444.7700953
2014-07-15,2,53,24.4,28.5,21.3,79,28,1.4,7.5,765.76,2736447,0,426064,208887,32027,2193.74,1857,1661.98,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,421.3819284
2014-07-16,2.4,26.5,25.2,29.9,21.5,76,30,1.5,8.1,639.63,2736447,0,426064,208887,32027,2192.29,1856.66,1661.49,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,460.0562825
2014-07-17,7.7,77,24.3,27.6,21.7,84,38,1.7,10.6,459.58,2736447,0,426064,208887,32027,2191.44,1856.3,1660.88,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,548.1708259
2014-07-18,18.6,180,24.6,29,21.8,85,33,1.8,8.1,540.55,2736447,0,426064,208887,32027,2191.49,1856.08,1660.39,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,614.3538191
2014-07-19,9.2,102,25.9,31,22.5,81,41,1.7,8,401.75,2736447,0,426064,208887,32027,2191.76,1855.86,1659.97,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,724.5516592
2014-07-21,0,0,26.7,31.7,22.4,77,32,1.8,9.2,913.69,2736447,0,426064,208887,32027,2191.73,1855.74,1659.71,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,574.6933314
2014-07-22,2.1,26,26.6,30.6,23.3,75,36,2.5,14,708.87,2736447,0,426064,208887,32027,2191.83,1855.47,1659.31,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,575.8964864
2014-07-23,10.7,55.3,26.1,29.7,23.2,80,37,2.2,9,777.14,2736447,0,426064,208887,32027,2190.82,1855.13,1658.93,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,591.9810947
2014-07-24,11.7,66.1,26.5,31.2,23.1,81,34,1.9,9.3,548.41,2736447,0,426064,208887,32027,2190.86,1854.92,1658.32,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,657.8303444
2014-07-25,8.8,91.5,27.9,32.6,24.2,78,36,3.1,19.5,595.75,2736447,0,426064,208887,32027,2189.87,1854.56,1657.95,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,559.7365467
2014-07-26,1.8,17,25.6,29.5,21.6,73,35,3.8,18,469.94,2736447,0,426064,208887,32027,2189.87,1854.28,1657.41,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,668.6513356
2014-07-28,3.3,50.5,23.5,28.7,18.8,75,23,1.5,11.2,1175.56,2736447,0,426064,208887,32027,2190.45,1853.99,1657.09,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,527.0067653
2014-07-29,2.7,54,24.5,29.4,20.6,79,37,1.6,8.3,1014.87,2736447,0,426064,208887,32027,2187.29,1853.53,1656.57,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,486.5053027
2014-07-30,0,5,27.4,33,22.3,74,27,1.6,11.2,872.67,2736447,0,426064,208887,32027,2186.9,1853.12,1656.18,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,480.1684831
2014-07-31,5.5,68.5,27.7,34.2,23.8,76,30,1.7,11.2,879.17,2736447,0,426064,208887,32027,2186.73,1852.8,1655.77,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4,473.1921099
2014-08-01,2.4,29,27.7,32.5,23.4,73,28,2.4,17.1,715.59,2736447,0,426064,208887,32027,2186.43,1851.68,1654.37,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,484.0038262
2014-08-02,46,306.5,27,30.6,24,76,37,3.8,20.5,46.34,2736447,0,426064,208887,32027,2186.19,1851.26,1653.5,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,523.0445384
2014-08-04,9.1,75,24.9,27,23.7,92,60,1.9,13.4,586.59,2736447,0,426064,208887,32027,2186.38,1850.83,1652.99,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,714.9817248
2014-08-05,1.2,18.5,26.9,31.5,23.8,82,44,1.8,8.2,962.22,2736447,0,426064,208887,32027,2183.85,1850.28,1652.39,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,514.0641057
2014-08-06,5.8,40.5,26,29.9,22.9,84,46,1.6,7.8,1023.28,2736447,0,426064,208887,32027,2183.14,1849.5,1651.6,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,434.7148133
2014-08-07,17.6,83,23,26,21.2,90,53,1.4,8.8,1125.4,2736447,0,426064,208887,32027,2183.11,1848.89,1650.86,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,416.4599133
2014-08-08,3.9,72,23.6,27.4,20.4,78,36,2.6,10.5,585,2736447,0,426064,208887,32027,2181.92,1848.13,1650.11,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,553.4054017
2014-08-09,1.9,37.5,24.5,28.4,20.8,69,28,3.2,14.4,848.97,2736447,0,426064,208887,32027,2177.33,1847.58,1649.91,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,443.2243968
2014-08-11,0.4,7.5,23.5,28.7,19.3,76,38,1.9,11.2,830.54,2736447,0,426064,208887,32027,2180.37,1847.14,1648.99,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,537.7969138
2014-08-12,0,0,24.7,30.4,19.9,74,32,1.7,8.1,1084.95,2736447,0,426064,208887,32027,2176.62,1846.58,1649.24,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,448.569252
2014-08-13,2.5,15.7,23.1,26.7,20.7,85,44,1.1,10.9,1179.44,2736447,0,426064,208887,32027,2174.17,1845.23,1647.84,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,357.4689661
2014-08-14,18.2,73.5,21,22.8,19.5,92,53,1.4,9.1,1099.9,2736447,0,426064,208887,32027,2176.21,1844.55,1646.88,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,354.3057018
2014-08-15,3.6,45.5,23.4,27.8,20.3,85,44,1.4,10.3,789.53,2736447,0,426064,208887,32027,2176.12,1843.91,1646.15,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,421.6198796
2014-08-16,0.2,26.2,24.3,29.4,20.7,81,37,1.4,7.4,656.28,2736447,0,426064,208887,32027,2175.51,1843.41,1645.62,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,483.9729016
2014-08-18,56.9,267,21.6,23.9,19.8,94,63,1.9,10.9,1022.87,2736447,0,426064,208887,32027,2174.88,1842.48,1644.83,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,490.0143322
2014-08-19,12.2,88.5,22.9,26.1,21.1,92,60,1.2,7.6,769.77,2736447,0,426064,208887,32027,2174.38,1841.5,1643.72,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,503.2455022
2014-08-20,13.3,115,23.4,26.3,21.5,91,56,0.9,10.8,861.49,2736447,0,426064,208887,32027,2174.07,1840.42,1642.62,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,511.0211297
2014-08-21,37.7,126.4,23.8,27.4,21.5,88,49,2.4,15.5,1115.35,2736447,0,426064,208887,32027,2173.32,1839.21,1641.46,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,378.2475963
2014-08-22,0.9,15,24.4,29.5,20.4,78,35,1.8,10.2,759.73,2736447,0,426064,208887,32027,2171.61,1837.81,1640.37,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,476.5345138
2014-08-23,0,1,24.5,29.8,20.6,77,30,1.5,7.6,1125.9,2736447,0,426064,208887,32027,2170.83,1836.63,1639.26,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,399.9540314
2014-08-25,40.1,246.5,23.4,25.8,21.9,91,47,1.7,18.4,1381.64,2736447,0,426064,208887,32027,2168.94,1835.33,1637.88,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,475.8647796
2014-08-26,5.6,55.5,24.2,28.6,21.3,82,43,1.8,10.3,1054.9,2736447,0,426064,208887,32027,2167.12,1833.72,1636.61,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,463.8295573
2014-08-27,1.8,36.5,22.6,26.1,19.8,80,43,1.8,7.9,1239.56,2736447,0,426064,208887,32027,2166.55,1832.54,1635.31,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,485.0614389
2014-08-28,1.2,33.8,22.1,26.6,18.8,79,29,1.5,8.6,1298.68,2736447,0,426064,208887,32027,2166.57,1831.21,1634.22,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,539.9891082
2014-08-29,4.1,40.5,22.1,27.2,18.4,79,33,1.6,10.4,1705.89,2736447,0,426064,208887,32027,2166.36,1830.07,1633.28,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,512.9675336
2014-08-30,0,1,21.9,27.5,17.3,75,26,1.6,6.9,1490.94,2736447,0,426064,208887,32027,2166.51,1829.08,1632.35,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,525.7623418
2014-08-31,0,1,21,26.2,16.8,76,25,1.3,6.3,18.93,2736447,0,426064,208887,32027,2166.81,1828.67,1631.73,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8,456.6673711
2014-09-01,0.1,1.5,22.2,28.3,16.8,74,30,1.6,8.4,1599.68,2736447,0,426064,208887,32027,2167.05,1826.99,1630.38,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,475.3378886
2014-09-02,7,36.5,21.4,25.4,18.1,81,40,2,14,1298.7,2736447,0,426064,208887,32027,2167.44,1825.72,1629.14,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,561.8187446
2014-09-03,31.7,138,21.5,24.4,19,92,63,2,14.5,1416.77,2736447,0,426064,208887,32027,2167.3,1824.81,1628.07,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,700.0769636
2014-09-04,0.4,5.2,22.8,28.1,18.6,78,35,1.7,8.9,870.2,2736447,0,426064,208887,32027,2165.92,1823.95,1627.27,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,808.8236626
2014-09-05,0,0.1,23,29.7,17.7,76,25,1.4,8.2,1578.93,2736447,0,426064,208887,32027,2165.61,1822.88,1626.44,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,548.3848535
2014-09-06,0.6,12.5,22.6,28.8,18.7,78,28,1.3,7.5,817.16,2736447,0,426064,208887,32027,2163.64,1822.01,1625.44,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,684.5019237
2014-09-07,0,0,22.9,29.4,17.7,80,25,1.3,7.6,1,2736447,0,426064,208887,32027,2164.01,1821.46,1624.76,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,250
2014-09-11,0,0,21.5,28.2,15.8,73,19,1.4,7,926.03,2736447,0,426064,208887,32027,2162.53,1819.61,1623.46,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,700.0338219
2014-09-12,0.3,26,20.9,25,17.5,80,33,1.2,6.7,1178.82,2736447,0,426064,208887,32027,2160.65,1818.49,1622.45,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,561.3154736
2014-09-13,0.2,7,21.5,27.3,16.8,71,29,1.9,11.1,1060.15,2736447,0,426064,208887,32027,2159.52,1817.51,1621.42,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,452.4693391
2014-09-15,0.1,4.5,21.7,27.6,17.7,73,27,1.3,8.5,1080.82,2736447,0,426064,208887,32027,2159.61,1816.09,1620.34,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,463.3925532
2014-09-16,0,0,21.3,27.1,16.4,67,13,1.5,9.6,997.99,2736447,0,426064,208887,32027,2158.35,1814.82,1619.03,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,470.8959845
2014-09-17,2.4,44,20,24.3,17.1,75,20,1.3,8.9,903.14,2736447,0,426064,208887,32027,2157.18,1813.37,1617.59,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,425.8932326
2014-09-18,0.1,5.7,19.5,24.9,15.3,71,21,1.6,7.5,843.41,2736447,0,426064,208887,32027,2155.9,1812.1,1616.37,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,467.0727997
2014-09-19,0,18,18.6,25.1,13.5,70,16,1.5,7.3,824.61,2736447,0,426064,208887,32027,2156.34,1810.92,1615.25,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,456.1956636
2014-09-20,0,5.6,19.1,26.6,12.7,68,18,1.5,7.6,781.33,2736447,0,426064,208887,32027,2156.76,1809.86,1613.98,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,453.4330733
2014-09-22,0,0,20,27.4,13.4,70,22,1.7,10.1,1137.42,2736447,0,426064,208887,32027,2156.56,1808.64,1612.86,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,434.7643648
2014-09-23,8.2,93.5,20.6,26.5,15.1,73,25,1.9,11,1211.11,2736447,0,426064,208887,32027,2156.82,1807.4,1611.62,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,414.8219325
2014-09-24,61.6,179.5,19.2,21.7,17.1,92,2,2.1,21.9,1005.09,2736447,0,426064,208887,32027,2156.83,1806.22,1610.24,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,443.5543362
2014-09-25,0.3,16.5,20.2,26.2,16,80,32,1.4,14.2,615.51,2736447,0,426064,208887,32027,2157.55,1805.04,1609.2,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,484.1646507
2014-09-26,0.4,26,19.9,25,16.1,78,33,1.6,7.7,987.41,2736447,0,426064,208887,32027,2156.02,1803.73,1607.93,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,424.7837566
2014-09-27,0.1,4,20.2,26.3,15.1,79,23,1.4,7.8,886.81,2736447,0,426064,208887,32027,2156.47,1802.81,1607.06,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,389.8121022
2014-09-29,4.9,21,19.9,22.1,18,90,46,1.1,8.2,1158.81,2736447,0,426064,208887,32027,2155.57,1801.95,1606.17,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,444.0659375
2014-09-30,1.1,35.2,18.6,23.2,15.6,80,30,2,11.7,802.39,2736447,0,426064,208887,32027,2154.81,1801.05,1605.4,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6,478.3762293
2014-10-01,0,0.5,18.3,23.3,14.9,78,40,1.6,7.9,1144.32,2736447,0,426064,208887,32027,2153.12,1798.85,1602.97,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,379.0051139
2014-10-02,2.3,40,18.6,23.5,14.5,80,38,1.5,12.8,1152.73,2736447,0,426064,208887,32027,2152.31,1797.55,1601.73,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,325.1265359
2014-10-03,0.2,16.5,17.2,21.8,12.7,70,30,2.5,12,982.75,2736447,0,426064,208887,32027,2152.56,1796.9,1600.78,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,338.5675372
2014-10-04,0.3,7.5,16.5,22.4,11.3,67,31,2.6,11.6,602.18,2736447,0,426064,208887,32027,2152.08,1796.31,1600.41,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,358.4812273
2014-10-06,0,1,15.3,21.8,9.9,66,25,1.9,13.6,1163.87,2736447,0,426064,208887,32027,2151.95,1795.18,1599.44,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,367.5067701
2014-10-07,0,0,15,22.7,8.9,71,22,1.4,6.8,1087.59,2736447,0,426064,208887,32027,2150.16,1793.86,1598.09,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,347.2160291
2014-10-08,0,0,15.4,23.2,9.2,73,25,1.3,8.7,1006.08,2736447,0,426064,208887,32027,2150.26,1792.86,1597.06,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,315.4255916
2014-10-09,0,0,16.4,24.3,10.2,73,18,1.3,7.4,1080.29,2736447,0,426064,208887,32027,2149.1,1791.83,1595.94,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,282.1353354
2014-10-10,0,4.5,18,25.6,10.5,69,10,2.4,10.1,916.83,2736447,0,426064,208887,32027,2147.37,1791.12,1595.28,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,272.8281688
2014-10-11,0,0,18.5,24.9,13.4,63,23,2.9,11.1,599.16,2736447,0,426064,208887,32027,2147.3,1790.3,1594.23,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,298.6047944
2014-10-13,14,110.5,16.4,20.4,11.4,74,32,3.5,18.2,1193.87,2736447,0,426064,208887,32027,2145.18,1789.03,1593.15,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,269.84459
2014-10-14,0,1,12.9,19.6,7.9,68,26,1.6,13.5,651.36,2736447,0,426064,208887,32027,2141.26,1787.57,1591.57,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,349.889299
2014-10-15,0,0,12.7,20.2,6.7,71,20,1.4,11.2,892.99,2736447,0,426064,208887,32027,2139.61,1786.12,1589.98,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,333.5524803
2014-10-16,1.4,10,12.9,19.7,7.5,61,13,2.4,14.8,780.37,2736447,0,426064,208887,32027,2137.04,1784.35,1588.21,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,370.2236489
2014-10-17,0,0,12,21,4.7,58,13,1.4,11.9,846.61,2736447,0,426064,208887,32027,2136.42,1782.73,1586.36,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,349.1227186
2014-10-18,0,0,13,22.5,5.7,65,9,1.1,8.5,779.83,2736447,0,426064,208887,32027,2134.3,1781.07,1584.79,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,310.565421
2014-10-20,18.4,51,16.6,18.6,14.2,93,22,1.3,10.6,980.11,2736447,0,426064,208887,32027,2133.5,1779.44,1582.99,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,333.0617826
2014-10-21,41.6,101,15.9,18.8,13.2,93,54,2.1,11.4,671.21,2736447,0,426064,208887,32027,2124.23,1776.83,1580.51,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,369.6679698
2014-10-22,13.7,59,13.2,16.8,9.7,82,40,2.3,14.4,476.83,2736447,0,426064,208887,32027,2120.53,1774.31,1578.15,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,370.636547
2014-10-23,0,0,12.5,19.3,7.7,78,26,1.3,6.5,1077.88,2736447,0,426064,208887,32027,2118.09,1771.4,1575.13,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,318.5018666
2014-10-24,0,0,13.8,21.5,8.3,79,21,1.3,9.4,1108.74,2736447,0,426064,208887,32027,2117.09,1768.43,1572.36,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,272.9760773
2014-10-25,0,0,14.6,23.1,9.3,76,15,1.3,9,996.1,2736447,0,426064,208887,32027,2117.25,1766.03,1569.84,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,270.1016069
2014-10-27,0,0.2,12.5,18.5,6.8,58,10,2.2,13,1048.04,2736447,0,426064,208887,32027,2115.97,1763.15,1567,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,289.5324215
2014-10-28,0,0,10,19.2,3.4,65,11,1.2,8.2,897.32,2736447,0,426064,208887,32027,2111,1760.6,1564.32,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,278.7630567
2014-10-29,0,0,11.2,20,4.6,69,6,1,7.2,790.16,2736447,0,426064,208887,32027,2109.4,1758.33,1562.09,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,301.1846695
2014-10-30,0,3,12.8,19.9,6.2,71,11,1.1,10.6,804.27,2736447,0,426064,208887,32027,2106.45,1756.45,1560.28,1.1,-1.9,0.6,2.2,0.8,1.9,1.8,0.7,293.9175645
